This is a sample data
You can use this to check what you can do with this package

   x  ,  y
2313,     142
2314,     147
2315,     165
2316,     154
2317,     155
2318,     161
2319,     142
2320,     143
2321,     175
2322,     156
2323,     164
2324,     163
2325,     165
2326,     141
2327,     156
2328,     149
2329,     161
2330,     165
2331,     138
2332,     169
2333,     147
2334,     141
2335,     151
2336,     152
2337,     158
2338,     160
2339,     137
2340,     142
2341,     130
2342,     162
2343,     156
2344,     159
2345,     139
2346,     136
2347,     152
2348,     137
2349,     155
2350,     140
2351,     154
2352,     170
2353,     170
2354,     162
2355,     169
2356,     161
2357,     153
2358,     161
2359,     147
2360,     141
2361,     145
2362,     147
2363,     148
2364,     176
2365,     159
2366,     155
2367,     146
2368,     144
2369,     150
2370,     136
2371,     163
2372,     166
2373,     139
2374,     161
2375,     139
2376,     148
2377,     150
2378,     136
2379,     146
2380,     152
2381,     133
2382,     160
2383,     147
2384,     138
2385,     138
2386,     153
2387,     148
2388,     149
2389,     149
2390,     152
2391,     122
2392,     138
2393,     148
2394,     149
2395,     148
2396,     140
2397,     142
2398,     146
2399,     152
2400,     151
2401,     126
2402,     140
2403,     117
2404,     147
2405,     143
2406,     141
2407,     131
2408,     139
2409,     133
2410,     142
2411,     129
2412,     167
2413,     155
2414,     141
2415,     145
2416,     142
2417,     144
2418,     125
2419,     135
2420,     129
2421,     109
2422,     139
2423,     121
2424,     145
2425,     138
2426,     131
2427,     145
2428,     134
2429,     150
2430,     138
2431,     123
2432,     132
2433,     137
2434,     125
2435,     131
2436,     134
2437,     126
2438,     127
2439,     129
2440,     129
2441,     113
2442,     104
2443,     130
2444,     126
2445,     128
2446,     111
2447,     110
2448,     119
2449,     121
2450,     128
2451,     117
2452,     115
2453,     118
2454,     123
2455,     118
2456,     146
2457,      95
2458,     149
2459,     127
2460,      99
2461,     134
2462,     108
2463,     126
2464,     113
2465,     133
2466,     128
2467,     113
2468,     111
2469,     123
2470,     112
2471,     115
2472,     103
2473,     134
2474,     110
2475,     130
2476,     104
2477,     138
2478,     112
2479,     131
2480,     129
2481,     121
2482,      97
2483,     109
2484,     121
2485,     112
2486,     127
2487,     113
2488,     125
2489,     137
2490,     101
2491,     117
2492,      87
2493,     106
2494,     100
2495,      91
2496,     130
2497,     123
2498,     117
2499,     117
2500,      96
2501,     111
2502,     123
2503,      98
2504,     108
2505,     104
2506,     108
2507,     118
2508,     120
2509,     108
2510,     102
2511,     102
2512,     110
2513,     106
2514,     118
2515,      99
2516,     102
2517,      89
2518,     106
2519,     103
2520,     108
2521,     106
2522,     110
2523,     109
2524,     111
2525,      90
2526,      91
2527,      87
2528,     111
2529,     107
2530,     106
2531,     101
2532,     119
2533,     100
2534,     109
2535,     129
2536,     108
2537,      79
2538,      94
2539,     103
2540,      97
2541,     112
2542,     109
2543,     103
2544,      80
2545,     102
2546,     135
2547,     102
2548,     102
2549,     101
2550,      90
2551,      96
2552,     103
2553,      89
2554,      97
2555,     103
2556,     112
2557,     111
2558,      99
2559,      95
2560,     114
2561,      98
2562,     105
2563,     109
2564,      98
2565,     102
2566,     109
2567,      98
2568,     104
2569,      98
2570,     110
2571,     109
2572,     100
2573,     109
2574,      99
2575,      80
2576,     108
2577,      93
2578,      94
2579,      94
2580,     103
2581,      92
2582,      92
2583,     105
2584,      95
2585,      82
2586,      98
2587,      85
2588,     101
2589,      88
2590,      84
2591,     102
2592,     105
2593,      96
2594,     105
2595,      98
2596,      80
2597,      86
2598,      95
2599,      92
2600,     104
2601,      82
2602,      85
2603,      88
2604,      97
2605,     105
2606,     119
2607,      87
2608,      93
2609,      82
2610,      94
2611,     105
2612,      95
2613,      88
2614,      90
2615,      90
2616,      96
2617,     100
2618,      90
2619,      95
2620,     115
2621,      93
2622,      95
2623,      98
2624,      99
2625,      88
2626,      85
2627,      78
2628,     103
2629,      86
2630,      78
2631,      88
2632,      94
2633,      95
2634,     105
2635,     106
2636,      85
2637,      90
2638,     111
2639,      92
2640,      99
2641,     109
2642,     100
2643,      76
2644,     106
2645,      95
2646,      97
2647,      96
2648,      98
2649,     101
2650,      99
2651,      79
2652,     102
2653,     102
2654,     100
2655,      97
2656,      82
2657,      96
2658,      96
2659,      86
2660,      91
2661,     100
2662,      99
2663,      75
2664,      96
2665,      95
2666,      81
2667,      79
2668,      92
2669,      93
2670,     100
2671,      83
2672,      85
2673,      93
2674,      95
2675,      86
2676,      86
2677,     113
2678,     106
2679,      98
2680,      95
2681,     101
2682,      96
2683,      84
2684,     106
2685,      99
2686,     101
2687,      87
2688,      83
2689,      97
2690,     104
2691,      78
2692,      97
2693,      88
2694,      93
2695,      94
2696,      87
2697,     105
2698,      82
2699,      95
2700,     109
2701,     105
2702,      86
2703,     100
2704,      93
2705,      85
2706,      98
2707,      78
2708,     101
2709,      93
2710,      72
2711,      81
2712,      82
2713,      98
2714,     107
2715,      93
2716,      98
2717,      79
2718,      93
2719,     104
2720,      87
2721,      77
2722,      92
2723,      89
2724,      93
2725,      82
2726,      79
2727,      93
2728,     100
2729,      97
2730,      97
2731,      81
2732,      95
2733,      89
2734,     100
2735,      88
2736,      87
2737,      87
2738,      86
2739,      93
2740,     101
2741,      98
2742,      83
2743,     103
2744,      78
2745,      75
2746,      83
2747,      85
2748,      90
2749,      90
2750,      84
2751,      94
2752,      92
2753,      90
2754,      75
2755,      83
2756,      95
2757,      84
2758,      68
2759,      86
2760,      82
2761,      77
2762,      97
2763,      96
2764,      89
2765,      82
2766,      82
2767,      84
2768,      80
2769,      89
2770,      85
2771,      83
2772,      78
2773,      74
2774,      81
2775,      84
2776,      79
2777,      79
2778,      83
2779,      72
2780,      83
2781,      69
2782,      89
2783,      83
2784,      80
2785,      69
2786,      80
2787,      87
2788,      86
2789,      73
2790,      70
2791,      87
2792,      87
2793,      73
2794,      93
2795,      74
2796,      64
2797,      84
2798,      88
2799,      79
2800,      74
2801,      84
2802,      89
2803,      85
2804,      73
2805,      85
2806,      71
2807,      71
2808,      90
2809,      70
2810,      66
2811,      67
2812,      76
2813,      66
2814,      79
2815,      81
2816,      76
2817,      86
2818,      74
2819,      53
2820,      66
2821,      83
2822,      83
2823,      78
2824,      63
2825,      70
2826,      87
2827,      79
2828,      82
2829,      87
2830,      68
2831,      86
2832,      88
2833,      70
2834,      78
2835,      73
2836,      74
2837,      86
2838,      81
2839,      64
2840,      63
2841,      67
2842,      76
2843,      81
2844,      88
2845,      75
2846,      80
2847,      84
2848,      77
2849,      80
2850,      79
2851,      78
2852,      84
2853,     103
2854,      89
2855,      64
2856,      78
2857,      87
2858,      76
2859,      69
2860,      92
2861,      77
2862,      78
2863,      88
2864,      96
2865,      81
2866,      93
2867,      89
2868,      97
2869,      69
2870,     101
2871,      84
2872,     101
2873,      93
2874,     112
2875,      95
2876,      98
2877,      88
2878,     108
2879,      91
2880,      92
2881,     106
2882,      98
2883,     103
2884,     110
2885,     100
2886,     114
2887,      98
2888,     116
2889,      98
2890,     106
2891,     121
2892,     131
2893,     127
2894,     125
2895,     116
2896,     123
2897,     109
2898,     123
2899,     122
2900,     142
2901,     125
2902,     142
2903,     152
2904,     154
2905,     133
2906,     130
2907,     159
2908,     154
2909,     150
2910,     162
2911,     147
2912,     135
2913,     159
2914,     144
2915,     162
2916,     159
2917,     156
2918,     166
2919,     184
2920,     179
2921,     191
2922,     204
2923,     201
2924,     184
2925,     191
2926,     196
2927,     215
2928,     182
2929,     177
2930,     162
2931,     191
2932,     211
2933,     205
2934,     229
2935,     205
2936,     198
2937,     208
2938,     221
2939,     229
2940,     198
2941,     212
2942,     226
2943,     232
2944,     210
2945,     227
2946,     216
2947,     232
2948,     271
2949,     224
2950,     227
2951,     232
2952,     268
2953,     231
2954,     266
2955,     279
2956,     247
2957,     255
2958,     249
2959,     280
2960,     273
2961,     275
2962,     259
2963,     252
2964,     281
2965,     296
2966,     299
2967,     301
2968,     276
2969,     283
2970,     275
2971,     306
2972,     280
2973,     314
2974,     263
2975,     293
2976,     329
2977,     294
2978,     319
2979,     301
2980,     338
2981,     304
2982,     315
2983,     344
2984,     300
2985,     340
2986,     327
2987,     301
2988,     358
2989,     342
2990,     335
2991,     302
2992,     335
2993,     305
2994,     347
2995,     351
2996,     315
2997,     338
2998,     389
2999,     338
3000,     323
3001,     338
3002,     358
3003,     353
3004,     359
3005,     309
3006,     350
3007,     329
3008,     343
3009,     329
3010,     348
3011,     352
3012,     361
3013,     353
3014,     316
3015,     356
3016,     357
3017,     358
3018,     341
3019,     325
3020,     351
3021,     311
3022,     381
3023,     354
3024,     324
3025,     367
3026,     314
3027,     324
3028,     345
3029,     352
3030,     360
3031,     349
3032,     365
3033,     326
3034,     337
3035,     357
3036,     336
3037,     304
3038,     327
3039,     325
3040,     318
3041,     335
3042,     331
3043,     315
3044,     315
3045,     328
3046,     336
3047,     320
3048,     322
3049,     315
3050,     297
3051,     324
3052,     317
3053,     327
3054,     325
3055,     311
3056,     299
3057,     291
3058,     297
3059,     290
3060,     290
3061,     282
3062,     287
3063,     302
3064,     274
3065,     285
3066,     273
3067,     280
3068,     313
3069,     273
3070,     275
3071,     299
3072,     266
3073,     277
3074,     278
3075,     231
3076,     245
3077,     259
3078,     235
3079,     258
3080,     255
3081,     251
3082,     268
3083,     205
3084,     206
3085,     225
3086,     245
3087,     227
3088,     241
3089,     214
3090,     230
3091,     198
3092,     228
3093,     208
3094,     195
3095,     206
3096,     212
3097,     211
3098,     224
3099,     166
3100,     172
3101,     197
3102,     202
3103,     191
3104,     183
3105,     174
3106,     163
3107,     178
3108,     179
3109,     183
3110,     197
3111,     181
3112,     164
3113,     155
3114,     153
3115,     162
3116,     147
3117,     155
3118,     135
3119,     162
3120,     145
3121,     151
3122,     134
3123,     132
3124,     144
3125,     133
3126,     141
3127,     130
3128,     131
3129,     136
3130,     118
3131,     127
3132,     121
3133,     111
3134,     109
3135,     125
3136,     102
3137,     124
3138,      99
3139,     120
3140,      96
3141,     108
3142,      84
3143,      96
3144,      92
3145,     103
3146,     103
3147,      98
3148,      75
3149,      74
3150,      73
3151,      70
3152,      75
3153,      72
3154,      79
3155,      99
3156,      87
3157,      61
3158,      77
3159,      62
3160,      57
3161,      67
3162,      70
3163,      74
3164,      75
3165,      80
3166,      60
3167,      51
3168,      56
3169,      54
3170,      66
3171,      51
3172,      52
3173,      45
3174,      57
3175,      48
3176,      68
3177,      52
3178,      59
3179,      53
3180,      62
3181,      52
3182,      56
3183,      44
3184,      42
3185,      43
3186,      44
3187,      34
3188,      48
3189,      42
3190,      42
3191,      42
3192,      47
3193,      41
3194,      54
3195,      45
3196,      52
3197,      41
3198,      51
3199,      44
3200,      42
3201,      35
3202,      46
3203,      31
3204,      39
3205,      40
3206,      41
3207,      39
3208,      38
3209,      46
3210,      47
3211,      42
3212,      35
3213,      41
3214,      42
3215,      32
3216,      38
3217,      36
3218,      28
3219,      31
3220,      38
3221,      49
3222,      34
3223,      47
3224,      39
3225,      35
3226,      34
3227,      44
3228,      46
3229,      27
3230,      36
3231,      23
3232,      38
3233,      44
3234,      44
3235,      37
3236,      39
3237,      38
3238,      39
3239,      31
3240,      42
3241,      35
3242,      44
3243,      46
3244,      42
3245,      56
3246,      42
3247,      45
3248,      45
3249,      39
3250,      44
3251,      37
3252,      42
3253,      44
3254,      46
3255,      43
3256,      59
3257,      52
3258,      56
3259,      49
3260,      48
3261,      42
3262,      50
3263,      54
3264,      58
3265,      65
3266,      61
3267,      60
3268,      63
3269,      61
3270,      62
3271,      55
3272,      71
3273,      67
3274,      55
3275,      71
3276,      70
3277,      60
3278,      62
3279,      86
3280,      74
3281,      81
3282,      76
3283,      71
3284,      90
3285,      84
3286,      84
3287,      85
3288,      83
3289,      91
3290,      87
3291,      84
3292,      79
3293,      86
3294,      97
3295,      97
3296,     108
3297,     100
3298,      86
3299,      94
3300,     104
3301,      93
3302,     105
3303,     100
3304,      84
3305,     113
3306,      96
3307,     124
3308,      96
3309,     141
3310,     116
3311,     119
3312,     131
3313,     111
3314,     149
3315,     121
3316,     131
3317,     118
3318,     120
3319,     117
3320,     129
3321,     127
3322,     132
3323,     138
3324,     145
3325,     129
3326,     145
3327,     143
3328,     147
3329,     143
3330,     141
3331,     156
3332,     139
3333,     174
3334,     170
3335,     173
3336,     167
3337,     185
3338,     184
3339,     184
3340,     166
3341,     179
3342,     179
3343,     165
3344,     201
3345,     197
3346,     204
3347,     195
3348,     185
3349,     178
3350,     183
3351,     206
3352,     182
3353,     190
3354,     213
3355,     196
3356,     224
3357,     208
3358,     191
3359,     226
3360,     221
3361,     238
3362,     213
3363,     186
3364,     216
3365,     215
3366,     243
3367,     223
3368,     215
3369,     234
3370,     248
3371,     236
3372,     263
3373,     254
3374,     249
3375,     243
3376,     265
3377,     252
3378,     247
3379,     235
3380,     256
3381,     258
3382,     269
3383,     243
3384,     249
3385,     250
3386,     263
3387,     257
3388,     237
3389,     248
3390,     280
3391,     281
3392,     261
3393,     234
3394,     263
3395,     269
3396,     279
3397,     270
3398,     286
3399,     251
3400,     272
3401,     269
3402,     254
3403,     277
3404,     271
3405,     272
3406,     274
3407,     258
3408,     253
3409,     285
3410,     284
3411,     242
3412,     274
3413,     288
3414,     267
3415,     268
3416,     277
3417,     254
3418,     261
3419,     253
3420,     262
3421,     295
3422,     274
3423,     283
3424,     266
3425,     261
3426,     271
3427,     255
3428,     273
3429,     295
3430,     286
3431,     279
3432,     293
3433,     261
3434,     263
3435,     241
3436,     252
3437,     253
3438,     260
3439,     251
3440,     255
3441,     257
3442,     258
3443,     236
3444,     244
3445,     233
3446,     252
3447,     242
3448,     276
3449,     234
3450,     240
3451,     240
3452,     249
3453,     256
3454,     259
3455,     249
3456,     246
3457,     233
3458,     221
3459,     253
3460,     256
3461,     239
3462,     211
3463,     221
3464,     236
3465,     221
3466,     194
3467,     219
3468,     203
3469,     214
3470,     232
3471,     232
3472,     199
3473,     209
3474,     231
3475,     209
3476,     187
3477,     180
3478,     188
3479,     190
3480,     197
3481,     194
3482,     179
3483,     178
3484,     198
3485,     184
3486,     188
3487,     176
3488,     183
3489,     181
3490,     164
3491,     160
3492,     151
3493,     158
3494,     140
3495,     169
3496,     155
3497,     166
3498,     169
3499,     160
3500,     182
3501,     172
3502,     143
3503,     134
3504,     145
3505,     162
3506,     150
3507,     140
3508,     142
3509,     147
3510,     163
3511,     145
3512,     154
3513,     126
3514,     117
3515,     141
3516,     119
3517,     119
3518,     138
3519,     129
3520,     116
3521,     105
3522,     101
3523,     116
3524,     131
3525,     103
3526,     108
3527,     108
3528,     106
3529,      98
3530,      91
3531,      97
3532,     104
3533,      90
3534,     102
3535,     105
3536,     105
3537,      91
3538,      98
3539,      84
3540,      76
3541,      78
3542,      81
3543,      91
3544,      81
3545,      79
3546,      62
3547,      73
3548,      82
3549,      89
3550,      73
3551,      69
3552,      79
3553,      63
3554,      64
3555,      61
3556,      62
3557,      67
3558,      63
3559,      57
3560,      56
3561,      58
3562,      48
3563,      67
3564,      60
3565,      41
3566,      58
3567,      63
3568,      61
3569,      55
3570,      59
3571,      51
3572,      51
3573,      58
3574,      52
3575,      54
3576,      38
3577,      45
3578,      51
3579,      49
3580,      34
3581,      39
3582,      33
3583,      43
3584,      45
3585,      42
3586,      44
3587,      27
3588,      40
3589,      52
3590,      40
3591,      38
3592,      37
3593,      23
3594,      28
3595,      31
3596,      31
3597,      34
3598,      42
3599,      36
3600,      30
3601,      23
3602,      35
3603,      21
3604,      32
3605,      33
3606,      26
3607,      21
3608,      24
3609,      38
3610,      27
3611,      28
3612,      22
3613,      25
3614,      25
3615,      18
3616,      28
3617,      24
3618,      14
3619,      25
3620,      27
3621,      17
3622,      26
3623,      23
3624,      22
3625,      17
3626,      20
3627,      29
3628,      27
3629,      19
3630,      24
3631,      27
3632,      24
3633,      25
3634,      21
3635,      21
3636,      13
3637,      25
3638,      13
3639,      22
3640,      20
3641,      12
3642,      17
3643,      14
3644,      29
3645,      19
3646,      21
3647,      13
3648,      17
3649,      13
3650,       9
3651,      20
3652,      17
3653,      18
3654,      15
3655,       8
3656,      26
3657,      21
3658,      17
3659,      17
3660,      11
3661,      19
3662,      14
3663,      14
3664,      16
3665,      25
3666,      18
3667,      12
3668,      10
3669,      18
3670,       9
3671,      15
3672,      16
3673,      14
3674,      12
3675,      18
3676,      14
3677,      12
3678,      18
3679,      19
3680,       7
3681,      22
3682,      14
3683,      15
3684,      13
3685,      13
3686,      18
3687,      15
3688,       7
3689,       8
3690,      21
3691,      12
3692,      14
3693,       9
3694,      13
3695,      12
3696,      14
3697,      12
3698,      14
3699,       9
3700,      13
3701,      21
3702,       7
3703,      11
3704,      13
3705,       9
3706,      15
3707,      12
3708,      16
3709,      19
3710,      10
3711,      11
3712,       7
3713,       7
3714,      12
3715,      12
3716,      12
3717,      12
3718,      16
3719,      18
3720,       7
3721,      15
3722,      12
3723,      14
3724,      10
3725,      10
3726,       7
3727,       4
3728,      16
3729,      15
3730,      13
3731,      17
3732,       7
3733,      17
3734,      17
3735,       7
3736,      13
3737,      14
3738,      10
3739,       9
3740,      14
3741,      14
3742,      11
3743,      14
3744,      10
3745,      21
3746,      20
3747,      15
3748,       9
3749,       9
3750,      13
3751,      15
3752,      11
3753,       9
3754,      13
3755,       9
3756,      10
3757,      14
3758,      14
3759,      13
3760,      20
3761,       8
3762,       7
3763,      11
3764,      13
3765,      15
3766,      13
3767,       8
3768,      10
3769,       7
3770,      14
3771,      10
3772,       8
3773,       8
3774,      13
3775,       4
3776,      11
3777,      10
3778,       7
3779,      14
3780,       4
3781,       7
3782,      11
3783,       7
3784,       7
3785,      11
3786,      14
3787,      19
3788,       9
3789,       9
3790,      12
3791,       7
3792,      13
3793,       7
3794,       9
3795,      12
3796,      12
3797,       8
3798,       8
3799,      12
3800,       9
3801,       6
3802,      10
3803,       9
3804,       6
3805,      12
3806,      14
3807,      12
3808,      12
3809,      13
3810,       8
3811,      11
3812,      10
3813,      12
3814,       8
3815,      13
3816,      13
3817,       7
3818,       4
3819,      11
3820,       8
3821,       7
3822,       9
3823,       9
3824,       9
3825,       4
3826,      11
3827,      17
3828,      12
3829,       7
3830,       8
3831,       5
3832,       5
3833,       8
3834,      12
3835,      10
3836,       7
3837,      15
3838,      14
3839,      11
3840,       9
3841,       9
3842,       9
3843,       7
3844,       7
3845,       9
3846,      10
3847,      16
3848,       8
3849,      10
3850,       4
3851,       7
3852,       8
3853,       9
3854,       8
3855,       4
3856,      11
3857,      14
3858,      13
3859,       9
3860,      12
3861,       9
3862,       8
3863,       9
3864,       9
3865,      13
3866,       8
3867,       6
3868,       6
3869,       7
3870,       6
3871,       8
3872,       8
3873,       9
3874,      10
3875,       7
3876,      10
3877,       7
3878,       4
3879,       8
3880,      13
3881,       7
3882,       9
3883,      12
3884,       5
3885,      11
3886,       3
3887,       8
3888,       8
3889,       7
3890,       9
3891,      11
3892,       5
3893,      12
3894,       8
3895,       4
3896,       5
3897,       8
3898,       7
3899,      10
3900,       4
3901,       7
3902,       6
3903,       9
3904,      12
3905,       5
3906,      11
3907,      12
3908,       8
3909,       8
3910,      12
3911,      10
3912,      11
3913,      10
3914,       7
3915,      10
3916,       5
3917,       9
3918,       7
3919,      10
3920,       8
3921,      10
3922,       6
3923,       9
3924,       8
3925,       7
3926,       4
3927,       6
3928,      11
3929,       6
3930,       4
3931,       4
3932,      12
3933,       8
3934,       7
3935,      11
3936,       6
3937,       9
3938,       8
3939,       5
3940,       5
3941,       8
3942,      16
3943,      10
3944,       6
3945,      11
3946,       7
3947,      10
3948,       5
3949,       9
3950,       8
3951,       8
3952,       9
3953,       4
3954,       6
3955,       6
3956,       9
3957,       5
3958,       7
3959,       3
3960,       7
3961,       6
3962,       7
3963,      13
3964,      10
3965,       7
3966,       5
3967,       6
3968,      10
3969,       8
3970,       2
3971,      10
3972,       4
3973,       6
3974,      12
3975,       5
3976,       7
3977,       7
3978,       4
3979,       8
3980,       3
3981,       9
3982,       6
3983,       9
3984,      10
3985,       3
3986,       5
3987,       9
3988,       8
3989,      11
3990,       9
3991,       8
3992,      10
3993,       8
3994,      10
3995,       6
3996,       6
3997,       6
3998,       4
3999,       8
4000,       5
4001,      12
4002,       6
4003,       7
4004,       6
4005,       6
4006,       7
4007,      12
4008,       9
4009,       7
4010,       8
4011,       9
4012,       7
4013,       6
4014,       5
4015,       8
4016,      10
4017,       9
4018,      11
4019,       9
4020,       6
4021,      12
4022,       3
4023,      14
4024,       7
4025,       9
4026,      11
4027,      10
4028,       7
4029,      12
4030,       4
4031,      12
4032,       6
4033,       7
4034,       6
4035,       6
4036,      10
4037,       5
4038,       3
4039,       9
4040,      11
4041,       7
4042,       9
4043,      13
4044,       6
4045,       8
4046,       8
4047,      10
4048,       9
4049,       7
4050,       5
4051,       6
4052,       6
4053,       4
4054,       3
4055,       6
4056,       4
4057,      11
4058,      10
4059,      12
4060,       2
4061,       7
4062,       7
4063,       2
4064,       5
4065,       5
4066,       8
4067,       4
4068,       5
4069,       9
4070,       5
4071,       3
4072,       4
4073,       9
4074,       2
4075,       5
4076,       6
4077,      10
4078,       4
4079,       6
4080,       8
4081,       5
4082,       8
4083,       3
4084,       4
4085,       9
4086,      10
4087,       9
4088,       6
4089,       5
4090,       8
4091,       6
4092,       6
4093,       8
4094,      11
4095,       9
